race_id,driver_id,lapno,season,location,race_progress,location_cat,rel_compound_num,remaining_pits,used_2_compounds,n_dry,cc_label
51,30,34,2016,Spa,0.7727272727272727,1,0,1,1,3,2
51,8,35,2016,Spa,0.7954545454545454,1,0,1,1,3,2
52,15,13,2016,Monza,0.24528301886792453,2,2,2,0,3,1
52,27,13,2016,Monza,0.24528301886792453,2,2,2,0,3,1
52,5,13,2016,Monza,0.24528301886792453,2,2,2,0,3,1
52,7,14,2016,Monza,0.2641509433962264,2,2,2,0,3,1
52,11,15,2016,Monza,0.2830188679245283,2,2,2,0,3,2
52,16,15,2016,Monza,0.2830188679245283,2,2,2,0,3,1
52,10,15,2016,Monza,0.2830188679245283,2,2,2,0,3,1
52,12,16,2016,Monza,0.3018867924528302,2,2,2,0,3,2
52,2,16,2016,Monza,0.3018867924528302,2,2,2,0,3,1
52,9,16,2016,Monza,0.3018867924528302,2,1,2,0,3,1
52,20,16,2016,Monza,0.3018867924528302,2,2,2,0,3,1
52,25,23,2016,Monza,0.4339622641509434,2,1,2,0,3,2
52,3,24,2016,Monza,0.4528301886792453,2,1,1,0,3,0
52,1,25,2016,Monza,0.4716981132075472,2,1,1,0,3,0
52,16,28,2016,Monza,0.5283018867924528,2,1,1,1,3,1
52,22,28,2016,Monza,0.5283018867924528,2,1,1,0,3,2
52,15,30,2016,Monza,0.5660377358490566,2,1,1,1,3,1
52,12,33,2016,Monza,0.6226415094339622,2,2,1,0,3,1
52,7,33,2016,Monza,0.6226415094339622,2,1,1,1,3,1
52,5,33,2016,Monza,0.6226415094339622,2,1,1,1,3,1
52,11,34,2016,Monza,0.6415094339622641,2,2,1,0,3,1
52,20,34,2016,Monza,0.6415094339622641,2,1,1,1,3,2
52,27,35,2016,Monza,0.660377358490566,2,1,1,1,3,1
52,9,36,2016,Monza,0.6792452830188679,2,1,1,0,3,2
52,2,37,2016,Monza,0.6981132075471698,2,1,1,1,3,2
52,10,38,2016,Monza,0.7169811320754716,2,1,1,1,3,2
52,25,39,2016,Monza,0.7358490566037735,2,2,1,1,3,2
53,16,1,2016,Singapore,0.01639344262295082,3,2,2,0,3,0
53,30,11,2016,Singapore,0.18032786885245902,3,1,2,0,3,1
53,5,14,2016,Singapore,0.22950819672131148,3,2,2,0,3,1
53,8,15,2016,Singapore,0.2459016393442623,3,2,2,0,3,1
53,3,16,2016,Singapore,0.26229508196721313,3,2,2,0,3,0
53,4,17,2016,Singapore,0.2786885245901639,3,2,2,0,3,1
53,26,17,2016,Singapore,0.2786885245901639,3,1,2,0,3,1
53,20,18,2016,Singapore,0.29508196721311475,3,2,2,0,3,2
53,12,24,2016,Singapore,0.39344262295081966,3,0,2,0,3,2
53,16,25,2016,Singapore,0.4098360655737705,3,0,1,1,3,0
53,3,33,2016,Singapore,0.5409836065573771,3,0,1,1,3,0
53,5,34,2016,Singapore,0.5573770491803278,3,1,1,1,3,0
53,30,34,2016,Singapore,0.5573770491803278,3,1,1,0,3,0
53,26,35,2016,Singapore,0.5737704918032787,3,1,1,0,3,0
53,20,36,2016,Singapore,0.5901639344262295,3,2,1,0,3,0
53,8,37,2016,Singapore,0.6065573770491803,3,1,1,1,3,1
53,4,38,2016,Singapore,0.6229508196721312,3,1,1,1,3,1
53,12,42,2016,Singapore,0.6885245901639344,3,2,1,1,3,2
54,8,1,2016,KualaLumpur,0.017857142857142856,2,2,3,0,3,0
54,9,1,2016,KualaLumpur,0.017857142857142856,2,2,3,0,3,0
54,9,6,2016,KualaLumpur,0.10714285714285714,2,0,2,1,3,0
54,27,9,2016,KualaLumpur,0.16071428571428573,2,2,3,0,3,2
54,16,9,2016,KualaLumpur,0.16071428571428573,2,2,2,0,3,1
54,10,9,2016,KualaLumpur,0.16071428571428573,2,2,2,0,3,0
54,7,9,2016,KualaLumpur,0.16071428571428573,2,2,3,0,3,1
54,5,9,2016,KualaLumpur,0.16071428571428573,2,2,3,0,3,0
54,3,9,2016,KualaLumpur,0.16071428571428573,2,2,3,0,3,0
54,31,9,2016,KualaLumpur,0.16071428571428573,2,2,3,0,3,0
54,11,20,2016,KualaLumpur,0.35714285714285715,2,2,3,0,3,0
54,25,20,2016,KualaLumpur,0.35714285714285715,2,2,2,0,3,0
54,2,21,2016,KualaLumpur,0.375,2,2,2,0,3,0
54,19,21,2016,KualaLumpur,0.375,2,2,2,0,3,2
54,27,27,2016,KualaLumpur,0.48214285714285715,2,2,2,0,3,0
54,5,27,2016,KualaLumpur,0.48214285714285715,2,0,2,1,3,2
54,7,28,2016,KualaLumpur,0.5,2,1,2,1,3,0
54,15,29,2016,KualaLumpur,0.5178571428571429,2,1,1,0,3,0
54,8,29,2016,KualaLumpur,0.5178571428571429,2,0,2,1,3,2
54,31,30,2016,KualaLumpur,0.5357142857142857,2,0,2,1,3,0
54,3,31,2016,KualaLumpur,0.5535714285714286,2,0,2,1,3,0
54,30,31,2016,KualaLumpur,0.5535714285714286,2,0,1,0,3,2
54,9,31,2016,KualaLumpur,0.5535714285714286,2,0,1,1,3,1
54,11,32,2016,KualaLumpur,0.5714285714285714,2,0,2,1,3,0
54,16,32,2016,KualaLumpur,0.5714285714285714,2,1,1,1,3,0
54,10,37,2016,KualaLumpur,0.6607142857142857,2,0,1,1,3,2
54,25,37,2016,KualaLumpur,0.6607142857142857,2,0,1,1,3,2
54,19,37,2016,KualaLumpur,0.6607142857142857,2,2,1,0,3,0
54,11,40,2016,KualaLumpur,0.7142857142857143,2,0,1,1,3,2
54,5,40,2016,KualaLumpur,0.7142857142857143,2,2,1,1,3,2
54,7,40,2016,KualaLumpur,0.7142857142857143,2,0,1,1,3,2
54,8,40,2016,KualaLumpur,0.7142857142857143,2,2,1,1,3,2
54,2,41,2016,KualaLumpur,0.7321428571428571,2,0,1,1,3,2
54,27,41,2016,KualaLumpur,0.7321428571428571,2,0,1,1,3,2
54,3,41,2016,KualaLumpur,0.7321428571428571,2,0,1,1,3,2
54,31,41,2016,KualaLumpur,0.7321428571428571,2,0,1,1,3,2
55,27,10,2016,Suzuka,0.18867924528301888,1,2,2,0,3,0
55,2,10,2016,Suzuka,0.18867924528301888,1,2,2,0,3,0
55,22,10,2016,Suzuka,0.18867924528301888,1,2,2,0,3,0
55,8,10,2016,Suzuka,0.18867924528301888,1,2,2,0,3,2
55,7,11,2016,Suzuka,0.20754716981132076,1,2,2,0,3,0
55,3,12,2016,Suzuka,0.22641509433962265,1,2,2,0,3,0
55,12,12,2016,Suzuka,0.22641509433962265,1,2,2,0,3,0
55,16,12,2016,Suzuka,0.22641509433962265,1,2,2,0,3,0
55,11,12,2016,Suzuka,0.22641509433962265,1,2,2,0,3,0
55,1,13,2016,Suzuka,0.24528301886792453,1,2,2,0,3,0
55,8,23,2016,Suzuka,0.4339622641509434,1,2,1,0,3,0
55,9,24,2016,Suzuka,0.4528301886792453,1,1,1,0,3,0
55,30,25,2016,Suzuka,0.4716981132075472,1,1,1,0,3,0
55,4,25,2016,Suzuka,0.4716981132075472,1,0,1,0,3,1
55,11,26,2016,Suzuka,0.49056603773584906,1,0,1,1,3,0
55,15,26,2016,Suzuka,0.49056603773584906,1,1,1,0,3,0
55,19,26,2016,Suzuka,0.49056603773584906,1,1,1,0,3,0
55,27,28,2016,Suzuka,0.5283018867924528,1,0,1,1,3,0
55,7,28,2016,Suzuka,0.5283018867924528,1,0,1,1,3,1
55,3,29,2016,Suzuka,0.5471698113207547,1,0,1,1,3,0
55,16,29,2016,Suzuka,0.5471698113207547,1,0,1,1,3,1
55,22,30,2016,Suzuka,0.5660377358490566,1,0,1,1,3,0
55,2,32,2016,Suzuka,0.6037735849056604,1,0,1,1,3,0
55,1,33,2016,Suzuka,0.6226415094339622,1,0,1,1,3,0
55,12,34,2016,Suzuka,0.6415094339622641,1,0,1,1,3,2
56,2,8,2016,Austin,0.14285714285714285,2,2,2,0,3,1
56,3,10,2016,Austin,0.17857142857142858,2,1,2,0,3,0
56,10,10,2016,Austin,0.17857142857142858,2,2,2,0,3,0
56,22,10,2016,Austin,0.17857142857142858,2,2,2,0,3,1
56,16,10,2016,Austin,0.17857142857142858,2,2,2,0,3,0
56,1,11,2016,Austin,0.19642857142857142,2,1,2,0,3,1
56,9,11,2016,Austin,0.19642857142857142,2,2,2,0,3,1
56,25,11,2016,Austin,0.19642857142857142,2,2,2,0,3,1
56,5,11,2016,Austin,0.19642857142857142,2,1,2,0,3,0
56,4,13,2016,Austin,0.23214285714285715,2,1,3,0,3,1
56,12,14,2016,Austin,0.25,2,2,2,0,3,1
56,30,15,2016,Austin,0.26785714285714285,2,1,2,0,3,1
56,19,17,2016,Austin,0.30357142857142855,2,1,1,0,3,0
56,8,21,2016,Austin,0.375,2,1,1,0,3,0
56,2,25,2016,Austin,0.44642857142857145,2,1,1,1,3,0
56,30,26,2016,Austin,0.4642857142857143,2,1,1,0,3,0
56,16,27,2016,Austin,0.48214285714285715,2,0,1,1,3,0
56,22,27,2016,Austin,0.48214285714285715,2,1,1,1,3,0
56,4,27,2016,Austin,0.48214285714285715,2,1,2,0,3,0
56,10,28,2016,Austin,0.5,2,0,1,1,3,0
56,12,29,2016,Austin,0.5178571428571429,2,1,1,1,3,0
56,9,29,2016,Austin,0.5178571428571429,2,1,1,1,3,0
56,26,29,2016,Austin,0.5178571428571429,2,0,1,0,3,1
56,25,30,2016,Austin,0.5357142857142857,2,1,1,1,3,1
56,5,30,2016,Austin,0.5357142857142857,2,0,1,1,3,0
56,1,31,2016,Austin,0.5535714285714286,2,1,1,0,3,0
56,3,31,2016,Austin,0.5535714285714286,2,0,1,1,3,0
56,4,43,2016,Austin,0.7678571428571429,2,0,1,1,3,2
57,2,1,2016,MexicoCity,0.014084507042253521,2,2,2,0,3,0
57,30,1,2016,MexicoCity,0.014084507042253521,2,2,1,0,3,0
57,19,1,2016,MexicoCity,0.014084507042253521,2,1,1,0,3,0
57,27,12,2016,MexicoCity,0.16901408450704225,2,2,1,0,3,0
57,7,14,2016,MexicoCity,0.19718309859154928,2,2,1,0,3,0
57,9,14,2016,MexicoCity,0.19718309859154928,2,2,1,0,3,0
57,5,16,2016,MexicoCity,0.22535211267605634,2,1,2,0,3,0
57,1,17,2016,MexicoCity,0.23943661971830985,2,1,1,0,3,0
57,10,17,2016,MexicoCity,0.23943661971830985,2,1,1,0,3,0
57,15,19,2016,MexicoCity,0.2676056338028169,2,2,1,0,3,0
57,3,20,2016,MexicoCity,0.28169014084507044,2,1,1,0,3,0
57,11,20,2016,MexicoCity,0.28169014084507044,2,1,2,0,3,0
57,16,20,2016,MexicoCity,0.28169014084507044,2,1,1,0,3,0
57,12,32,2016,MexicoCity,0.4507042253521127,2,1,1,0,3,0
57,11,45,2016,MexicoCity,0.6338028169014085,2,0,1,1,3,0
57,5,45,2016,MexicoCity,0.6338028169014085,2,0,1,1,3,1
57,26,49,2016,MexicoCity,0.6901408450704225,2,0,1,0,3,2
57,2,50,2016,MexicoCity,0.704225352112676,2,0,1,1,3,1
59,31,6,2016,YasMarina,0.10909090909090909,3,2,2,0,3,0
59,1,7,2016,YasMarina,0.12727272727272726,3,2,2,0,3,0
59,11,7,2016,YasMarina,0.12727272727272726,3,2,2,0,3,0
59,5,7,2016,YasMarina,0.12727272727272726,3,2,2,0,3,0
59,3,8,2016,YasMarina,0.14545454545454545,3,2,2,0,3,0
59,12,8,2016,YasMarina,0.14545454545454545,3,2,2,0,3,0
59,7,8,2016,YasMarina,0.14545454545454545,3,2,2,0,3,0
59,9,8,2016,YasMarina,0.14545454545454545,3,2,2,0,3,0
59,20,8,2016,YasMarina,0.14545454545454545,3,1,2,0,3,0
59,2,9,2016,YasMarina,0.16363636363636364,3,1,2,0,3,0
59,16,9,2016,YasMarina,0.16363636363636364,3,2,2,0,3,0
59,22,20,2016,YasMarina,0.36363636363636365,3,0,2,0,3,0
59,27,21,2016,YasMarina,0.38181818181818183,3,1,1,0,3,0
59,34,22,2016,YasMarina,0.4,3,0,2,0,3,0
59,2,24,2016,YasMarina,0.43636363636363634,3,0,1,1,3,0
59,31,24,2016,YasMarina,0.43636363636363634,3,0,1,1,3,0
59,11,25,2016,YasMarina,0.45454545454545453,3,0,1,1,3,0
59,7,26,2016,YasMarina,0.4727272727272727,3,0,1,1,3,0
59,16,27,2016,YasMarina,0.4909090909090909,3,0,1,1,3,0
59,1,28,2016,YasMarina,0.509090909090909,3,0,1,1,3,0
59,20,28,2016,YasMarina,0.509090909090909,3,0,1,1,3,0
59,3,29,2016,YasMarina,0.5272727272727272,3,0,1,1,3,0
59,9,30,2016,YasMarina,0.5454545454545454,3,0,1,1,3,0
59,34,36,2016,YasMarina,0.6545454545454545,3,0,1,0,3,1
59,12,37,2016,YasMarina,0.6727272727272727,3,0,1,1,3,1
59,5,38,2016,YasMarina,0.6909090909090909,3,0,1,1,3,1
59,22,38,2016,YasMarina,0.6909090909090909,3,0,1,0,3,1
59,19,38,2016,YasMarina,0.6909090909090909,3,0,1,0,3,1
60,4,1,2017,Melbourne,0.017543859649122806,2,0,2,0,3,1
60,33,9,2017,Melbourne,0.15789473684210525,2,2,1,0,3,0
60,34,15,2017,Melbourne,0.2631578947368421,2,2,1,0,3,0
60,35,15,2017,Melbourne,0.2631578947368421,2,0,1,0,3,1
60,5,16,2017,Melbourne,0.2807017543859649,2,2,1,0,3,1
60,7,16,2017,Melbourne,0.2807017543859649,2,2,2,0,3,0
60,1,17,2017,Melbourne,0.2982456140350877,2,2,1,0,3,0
60,16,17,2017,Melbourne,0.2982456140350877,2,2,1,0,3,0
60,25,18,2017,Melbourne,0.3157894736842105,2,2,1,0,3,0
60,9,20,2017,Melbourne,0.3508771929824561,2,2,1,0,3,1
60,12,23,2017,Melbourne,0.40350877192982454,2,2,1,0,3,0
60,15,25,2017,Melbourne,0.43859649122807015,2,2,1,0,3,0
60,27,25,2017,Melbourne,0.43859649122807015,2,2,1,0,3,1
60,11,26,2017,Melbourne,0.45614035087719296,2,2,1,0,3,0
60,7,30,2017,Melbourne,0.5263157894736842,2,0,1,1,3,2
60,8,34,2017,Melbourne,0.5964912280701754,2,2,2,0,3,1
60,4,44,2017,Melbourne,0.7719298245614035,2,1,1,1,3,2
60,8,49,2017,Melbourne,0.8596491228070176,2,1,1,1,3,2
62,12,10,2017,Sakhir,0.17543859649122806,1,2,2,0,3,2
62,34,11,2017,Sakhir,0.19298245614035087,1,2,2,0,3,2
62,31,11,2017,Sakhir,0.19298245614035087,1,2,1,0,3,1
62,11,12,2017,Sakhir,0.21052631578947367,1,2,2,0,3,2
62,22,12,2017,Sakhir,0.21052631578947367,1,2,2,0,3,2
62,15,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,2
62,1,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,2,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,9,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,7,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,16,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,2
62,30,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,5,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,8,13,2017,Sakhir,0.22807017543859648,1,2,2,0,3,1
62,15,30,2017,Sakhir,0.5263157894736842,1,2,1,0,3,1
62,22,31,2017,Sakhir,0.543859649122807,1,2,1,0,3,1
62,12,33,2017,Sakhir,0.5789473684210527,1,2,1,0,3,1
62,19,33,2017,Sakhir,0.5789473684210527,1,1,1,0,3,2
62,16,36,2017,Sakhir,0.631578947368421,1,2,1,0,3,1
62,7,36,2017,Sakhir,0.631578947368421,1,1,1,1,3,2
62,5,36,2017,Sakhir,0.631578947368421,1,1,1,1,3,2
62,11,37,2017,Sakhir,0.6491228070175439,1,2,1,0,3,1
62,9,37,2017,Sakhir,0.6491228070175439,1,1,1,1,3,1
62,34,37,2017,Sakhir,0.6491228070175439,1,2,1,0,3,1
62,30,37,2017,Sakhir,0.6491228070175439,1,1,1,1,3,2
62,2,39,2017,Sakhir,0.6842105263157895,1,1,1,1,3,2
62,1,41,2017,Sakhir,0.7192982456140351,1,1,1,1,3,1
62,8,41,2017,Sakhir,0.7192982456140351,1,1,1,1,3,2
63,33,1,2017,Sochi,0.019230769230769232,2,1,2,0,3,2
63,19,1,2017,Sochi,0.019230769230769232,2,1,2,0,3,2
63,9,21,2017,Sochi,0.40384615384615385,2,2,2,0,3,1
63,4,21,2017,Sochi,0.40384615384615385,2,2,1,0,3,1
63,8,21,2017,Sochi,0.40384615384615385,2,2,1,0,3,1
63,19,21,2017,Sochi,0.40384615384615385,2,2,1,1,3,2
63,25,24,2017,Sochi,0.46153846153846156,2,2,1,0,3,1
63,33,24,2017,Sochi,0.46153846153846156,2,2,1,1,3,2
63,34,26,2017,Sochi,0.5,2,2,1,0,3,1
63,36,26,2017,Sochi,0.5,2,2,1,0,3,1
63,15,27,2017,Sochi,0.5192307692307693,2,2,1,0,3,1
63,16,27,2017,Sochi,0.5192307692307693,2,2,1,0,3,1
63,11,29,2017,Sochi,0.5576923076923077,2,2,1,0,3,1
63,27,29,2017,Sochi,0.5576923076923077,2,2,1,0,3,1
63,1,30,2017,Sochi,0.5769230769230769,2,2,1,0,3,1
63,12,34,2017,Sochi,0.6538461538461539,2,2,1,0,3,1
63,7,40,2017,Sochi,0.7692307692307693,2,2,1,0,3,1
63,9,41,2017,Sochi,0.7884615384615384,2,1,1,1,3,2
64,8,1,2017,Catalunya,0.015151515151515152,1,1,2,0,3,2
64,9,1,2017,Catalunya,0.015151515151515152,1,2,3,0,3,2
64,30,2,2017,Catalunya,0.030303030303030304,1,1,3,0,3,2
64,5,12,2017,Catalunya,0.18181818181818182,1,2,3,0,3,2
64,4,13,2017,Catalunya,0.19696969696969696,1,2,2,0,3,2
64,25,13,2017,Catalunya,0.19696969696969696,1,2,2,0,3,2
64,9,13,2017,Catalunya,0.19696969696969696,1,2,2,0,3,2
64,12,14,2017,Catalunya,0.21212121212121213,1,2,2,0,3,2
64,7,15,2017,Catalunya,0.22727272727272727,1,2,2,0,3,2
64,34,16,2017,Catalunya,0.24242424242424243,1,2,2,0,3,2
64,16,18,2017,Catalunya,0.2727272727272727,1,2,2,0,3,2
64,19,18,2017,Catalunya,0.2727272727272727,1,2,2,0,3,2
64,22,19,2017,Catalunya,0.2878787878787879,1,2,2,0,3,2
64,1,21,2017,Catalunya,0.3181818181818182,1,2,2,0,3,1
64,2,21,2017,Catalunya,0.3181818181818182,1,2,2,0,3,1
64,30,21,2017,Catalunya,0.3181818181818182,1,2,2,1,3,2
64,5,31,2017,Catalunya,0.4696969696969697,1,2,2,0,3,1
64,19,32,2017,Catalunya,0.48484848484848486,1,2,1,0,3,1
64,31,33,2017,Catalunya,0.5,1,2,1,0,3,1
64,7,33,2017,Catalunya,0.5,1,2,1,0,3,1
64,4,33,2017,Catalunya,0.5,1,2,1,0,3,1
64,8,33,2017,Catalunya,0.5,1,2,1,1,3,2
64,9,33,2017,Catalunya,0.5,1,2,1,0,3,1
64,16,34,2017,Catalunya,0.5151515151515151,1,2,1,0,3,1
64,34,34,2017,Catalunya,0.5151515151515151,1,2,1,0,3,1
64,25,34,2017,Catalunya,0.5151515151515151,1,2,1,0,3,1
64,22,34,2017,Catalunya,0.5151515151515151,1,2,1,0,3,1
64,1,36,2017,Catalunya,0.5454545454545454,1,1,1,1,3,2
64,12,37,2017,Catalunya,0.5606060606060606,1,2,1,0,3,1
64,2,38,2017,Catalunya,0.5757575757575758,1,1,1,1,3,2
64,30,42,2017,Catalunya,0.6363636363636364,1,2,1,1,3,2
64,5,51,2017,Catalunya,0.7727272727272727,1,1,1,1,3,2
65,16,16,2017,MonteCarlo,0.20512820512820512,3,2,2,0,3,1
65,27,32,2017,MonteCarlo,0.41025641025641024,3,2,2,0,3,1
65,15,33,2017,MonteCarlo,0.4230769230769231,3,2,1,0,3,1
65,11,34,2017,MonteCarlo,0.4358974358974359,3,2,1,0,3,1
65,8,36,2017,MonteCarlo,0.46153846153846156,3,2,1,0,3,1
65,34,36,2017,MonteCarlo,0.46153846153846156,3,2,3,0,3,1
65,25,37,2017,MonteCarlo,0.47435897435897434,3,2,1,0,3,1
65,4,37,2017,MonteCarlo,0.47435897435897434,3,2,2,0,3,1
65,2,38,2017,MonteCarlo,0.48717948717948717,3,2,1,0,3,1
65,9,38,2017,MonteCarlo,0.48717948717948717,3,2,2,0,3,1
65,12,39,2017,MonteCarlo,0.5,3,2,1,0,3,1
65,34,39,2017,MonteCarlo,0.5,3,1,2,1,3,2
65,22,40,2017,MonteCarlo,0.5128205128205128,3,2,1,0,3,1
65,36,41,2017,MonteCarlo,0.5256410256410257,3,2,2,0,3,1
65,4,42,2017,MonteCarlo,0.5384615384615384,3,1,1,1,3,2
65,30,42,2017,MonteCarlo,0.5384615384615384,3,2,1,0,3,1
65,1,46,2017,MonteCarlo,0.5897435897435898,3,2,1,0,3,1
65,27,60,2017,MonteCarlo,0.7692307692307693,3,1,1,1,3,2
65,34,60,2017,MonteCarlo,0.7692307692307693,3,2,1,1,3,2
65,9,62,2017,MonteCarlo,0.7948717948717948,3,1,1,1,3,2
65,16,63,2017,MonteCarlo,0.8076923076923077,3,1,1,1,3,2
65,36,67,2017,MonteCarlo,0.8589743589743589,3,1,1,1,3,2
66,22,1,2017,Montreal,0.014285714285714285,3,2,1,0,3,1
66,12,5,2017,Montreal,0.07142857142857142,3,2,2,0,3,1
66,7,11,2017,Montreal,0.15714285714285714,3,2,1,0,3,1
66,30,11,2017,Montreal,0.15714285714285714,3,2,1,0,3,1
66,19,11,2017,Montreal,0.15714285714285714,3,2,1,0,3,1
66,11,17,2017,Montreal,0.24285714285714285,3,2,2,0,3,1
66,2,18,2017,Montreal,0.2571428571428571,3,2,1,0,3,0
66,16,19,2017,Montreal,0.2714285714285714,3,2,1,0,3,1
66,15,23,2017,Montreal,0.32857142857142857,3,2,1,0,3,0
66,36,25,2017,Montreal,0.35714285714285715,3,2,1,0,3,1
66,1,32,2017,Montreal,0.45714285714285713,3,2,1,0,3,1
66,34,32,2017,Montreal,0.45714285714285713,3,2,1,0,3,1
66,31,40,2017,Montreal,0.5714285714285714,3,2,1,0,3,2
66,11,41,2017,Montreal,0.5857142857142857,3,1,1,1,3,2
66,33,45,2017,Montreal,0.6428571428571429,3,2,1,0,3,1
66,4,46,2017,Montreal,0.6571428571428571,3,1,1,0,3,2
66,12,49,2017,Montreal,0.7,3,1,1,1,3,2
67,2,5,2017,Baku,0.09803921568627451,2,2,3,0,3,1
67,33,5,2017,Baku,0.09803921568627451,2,1,3,0,3,2
67,15,11,2017,Baku,0.21568627450980393,2,1,2,0,3,2
67,1,12,2017,Baku,0.23529411764705882,2,2,3,0,3,1
67,12,12,2017,Baku,0.23529411764705882,2,2,3,0,3,1
67,16,12,2017,Baku,0.23529411764705882,2,2,3,0,3,1
67,11,12,2017,Baku,0.23529411764705882,2,2,3,0,3,1
67,34,12,2017,Baku,0.23529411764705882,2,2,3,0,3,1
67,4,12,2017,Baku,0.23529411764705882,2,2,2,0,3,1
67,5,12,2017,Baku,0.23529411764705882,2,2,2,0,3,1
67,25,12,2017,Baku,0.23529411764705882,2,2,2,0,3,1
67,19,12,2017,Baku,0.23529411764705882,2,1,2,0,3,2
67,36,13,2017,Baku,0.2549019607843137,2,2,2,0,3,1
67,2,13,2017,Baku,0.2549019607843137,2,1,2,1,3,2
67,34,20,2017,Baku,0.39215686274509803,2,1,1,1,3,2
67,33,33,2017,Baku,0.6470588235294118,2,2,1,1,3,2
68,7,14,2017,Spielberg,0.19718309859154928,2,1,1,0,3,0
68,1,31,2017,Spielberg,0.43661971830985913,2,1,1,0,3,2
68,33,31,2017,Spielberg,0.43661971830985913,2,2,2,0,3,1
68,2,33,2017,Spielberg,0.4647887323943662,2,2,1,0,3,1
68,12,34,2017,Spielberg,0.4788732394366197,2,2,1,0,3,1
68,30,34,2017,Spielberg,0.4788732394366197,2,0,1,0,3,2
68,19,34,2017,Spielberg,0.4788732394366197,2,2,1,0,3,1
68,16,35,2017,Spielberg,0.49295774647887325,2,2,1,0,3,1
68,36,35,2017,Spielberg,0.49295774647887325,2,1,1,0,3,2
68,31,35,2017,Spielberg,0.49295774647887325,2,1,1,0,3,2
68,22,36,2017,Spielberg,0.5070422535211268,2,2,1,0,3,1
68,15,41,2017,Spielberg,0.5774647887323944,2,2,1,0,3,1
68,34,42,2017,Spielberg,0.5915492957746479,2,2,1,0,3,1
68,11,44,2017,Spielberg,0.6197183098591549,2,2,1,0,3,1
68,9,47,2017,Spielberg,0.6619718309859155,2,0,1,0,3,2
69,8,1,2017,Silverstone,0.0196078431372549,1,2,3,0,3,1
69,12,18,2017,Silverstone,0.35294117647058826,1,2,1,0,3,1
69,27,19,2017,Silverstone,0.37254901960784315,1,2,1,0,3,1
69,34,20,2017,Silverstone,0.39215686274509803,1,2,1,0,3,1
69,16,23,2017,Silverstone,0.45098039215686275,1,2,1,0,3,1
69,22,23,2017,Silverstone,0.45098039215686275,1,2,2,0,3,1
69,11,24,2017,Silverstone,0.47058823529411764,1,2,1,0,3,1
69,7,24,2017,Silverstone,0.47058823529411764,1,2,1,0,3,1
69,1,25,2017,Silverstone,0.49019607843137253,1,2,1,0,3,1
69,9,25,2017,Silverstone,0.49019607843137253,1,1,1,0,3,2
69,33,26,2017,Silverstone,0.5098039215686274,1,2,1,0,3,1
69,8,27,2017,Silverstone,0.5294117647058824,1,1,1,1,3,2
69,19,28,2017,Silverstone,0.5490196078431373,1,1,1,0,3,2
69,15,32,2017,Silverstone,0.6274509803921569,1,1,1,0,3,2
69,2,32,2017,Silverstone,0.6274509803921569,1,2,1,0,3,1
69,4,37,2017,Silverstone,0.7254901960784313,1,1,1,0,3,2
69,22,43,2017,Silverstone,0.8431372549019608,1,1,1,1,3,2
70,31,3,2017,Budapest,0.04285714285714286,2,2,2,0,3,1
70,31,28,2017,Budapest,0.4,2,1,1,1,3,1
70,36,29,2017,Budapest,0.4142857142857143,2,2,1,0,3,1
70,15,30,2017,Budapest,0.42857142857142855,2,2,1,0,3,1
70,1,31,2017,Budapest,0.44285714285714284,2,2,1,0,3,1
70,4,31,2017,Budapest,0.44285714285714284,2,2,1,0,3,1
70,12,32,2017,Budapest,0.45714285714285713,2,2,1,0,3,1
70,11,33,2017,Budapest,0.4714285714285714,2,2,1,0,3,1
70,16,34,2017,Budapest,0.4857142857142857,2,2,1,0,3,1
70,25,35,2017,Budapest,0.5,2,2,1,0,3,1
70,5,35,2017,Budapest,0.5,2,2,1,0,3,1
70,34,35,2017,Budapest,0.5,2,2,1,0,3,1
70,8,40,2017,Budapest,0.5714285714285714,2,1,1,0,3,2
70,27,42,2017,Budapest,0.6,2,2,1,0,3,1
70,33,42,2017,Budapest,0.6,2,2,1,0,3,1
70,30,46,2017,Budapest,0.6571428571428571,2,2,1,0,3,1
71,30,8,2017,Spa,0.18181818181818182,1,2,2,0,3,0
71,4,9,2017,Spa,0.20454545454545456,1,2,3,0,3,0
71,36,9,2017,Spa,0.20454545454545456,1,1,2,0,3,0
71,34,10,2017,Spa,0.22727272727272727,1,2,3,0,3,1
71,22,10,2017,Spa,0.22727272727272727,1,2,2,0,3,0
71,7,11,2017,Spa,0.25,1,2,2,0,3,0
71,9,11,2017,Spa,0.25,1,1,2,0,3,0
71,1,12,2017,Spa,0.2727272727272727,1,2,2,0,3,0
71,15,13,2017,Spa,0.29545454545454547,1,2,2,0,3,0
71,12,14,2017,Spa,0.3181818181818182,1,2,2,0,3,0
71,2,14,2017,Spa,0.3181818181818182,1,2,2,0,3,1
71,11,15,2017,Spa,0.3409090909090909,1,2,3,0,3,0
